company,title,title_en,job_category,seniority,remote_type,locations,years_experience_required,salary_hkd_min,salary_hkd_max,salary_estimated_min,salary_estimated_max,salary_estimated_confidence,required_skills,description_summary,source,source_tier,cross_posted,posted_at,apply_url,is_active
AIA Hong Kong,"Business Development, Brokerage & IFA Distribution, Consultant","Business Development, Brokerage & IFA Distribution, Consultant",Sales,mid,on-site,"Hong Kong, HK-AIA Hong Kong & Macau",6,,,35000,40000,medium,Business Development; Brokerage Distribution; IFA Distribution; Sales Strategy; Relationship Management; Corporate Client Management; Insurance Solutions; Team Coaching; Sales Management; Client Acquisition,"Support the sales head in driving sales strategy for brokerage and IFA distribution accounts. Promote AIA insurance products to corporate clients, develop new business, and manage partner relationships. Provide coaching to subordinates to maintain service standards.",workday,mainstream,1,2026-04-02T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/Business-Development--Brokerage---IFA-Distribution--Consultant--Manager-for-international-markets-_JR-63825,1
AIA Hong Kong,"CS Business Development, Agency Distribution, Consultant (12-month Contract)","CS Business Development, Agency Distribution, Consultant (12-month Contract)",Sales,senior,on-site,"Hong Kong, HK-AIA Hong Kong & Macau",8,,,30000,43000,medium,Insurance product knowledge; Communication skills; Project management; Team building; Presentation skills; Relationship management; Sales performance monitoring; Coaching and training; Supervisory experience; IA license,"The role involves motivating agents to sell CS business, building relationships, providing training and coaching, monitoring sales performance, and offering technical advice. Requires a university graduate with 8 years of sales experience, including supervisory roles. Preferred IA license.",workday,mainstream,1,2026-06-19T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/CS-Business-Development--Agency-Distribution--Consultant--1-Year-Contract-_JR-61782,1
AIA Hong Kong,"Campaign Management, Principal/Consultant (Senior Manager / Manager)","Campaign Management, Principal/Consultant (Senior Manager / Manager)",Sales,senior,hybrid,Hong Kong,,,,50000,58000,medium,campaign management; multi-channel marketing; product implementation; sales tool development; customer journey management; market research; innovation strategy; insurance product knowledge,"This role manages the execution of insurance campaign initiatives across multiple channels, including designing offers, preparing sales tools, and resolving enquiries. The role holder is expected to drive innovation and embed a customer-first mindset while collaborating with teams to enhance the customer journey.",indeed,mainstream,1,2026-07-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Campaign_Management_PrincipalConsultant_Senior_Manager__Manager.id24489086,1
AIA Hong Kong,Challenge Wealth Management Program Intern,Challenge Wealth Management Program Intern,Finance,junior,on-site,"Causeway Bay, Hong Kong Island",,,,21000,36500,medium,Wealth Management; Financial Analysis; Client Relationship Management; Communication; Microsoft Office,,indeed,mainstream,0,2026-06-26T05:00:00+00:00,https://hk.indeed.com/viewjob?jk=7bc2a78d66a0470d,1
AIA Hong Kong,Contact Centre Advisor - HK Region,Contact Centre Advisor - HK Region,Operations,mid,on-site,"Cyberjaya, MY-AIA Shared Services Malaysia",,,,18000,22000,medium,Customer service; Insurance operations; Underwriting support; Claims assessment; Outbound calling; Complaint resolution; System documentation; Cross-functional collaboration,"Responsible for handling customer inquiries and complaints via telephone, email, and live chat regarding insurance policy operations such as underwriting, policy owner service, and claims. Also makes outbound follow-up calls and collaborates with business partners to resolve issues.",workday,mainstream,0,2026-06-24T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Cyberjaya-MY-AIA-Shared-Services-Malaysia/Contact-Centre-Advisor---HK-Region_JR-63697-1,1
AIA Hong Kong,"Customer AI & Analytics Product, Principal (Senior Manager)","Customer AI & Analytics Product, Principal (Senior Manager)",Finance,senior,on-site,Hong Kong,,,,70000,80000,medium,data strategy; data collection; data science; propensity modelling; business intelligence; stakeholder management; cross-functional collaboration; product management; telemetry; customer analytics,"Responsible for defining the upstream data collection strategy across digital and customer touchpoints, building relationships with IT and data teams, and translating business intelligence needs into data requirements.",indeed,mainstream,1,2026-07-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Customer_AI__Analytics_Product_Principal_Senior_Manager.id24491809,1
AIA Hong Kong,"Customer Centricity, Senior Principal (Associate Director)","Customer Centricity, Senior Principal (Associate Director)",Other,senior,on-site,Hong Kong,,,,50000,66000,medium,customer experience strategy; CX governance; NPS management; project management; stakeholder management; brand marketing; customer engagement; critical thinking; strategic planning,"Oversee the Customer Centricity Program to improve AIA HK's customer experience and NPS. Develop customer experience strategy, coordinate with Group Office and functional stakeholders, and manage CX governance framework.",indeed,mainstream,1,2026-07-07T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Customer_Centricity_Senior_Principal_Associate_Director.id24491813,1
AIA Hong Kong,Customer Service Ambassador (Wealth Select Centre & Customer Service Centre) - 12 months contract,Customer Service Ambassador (Wealth Select Centre & Customer Service Centre) - 12 months contract,Operations,mid,on-site,"Hong Kong, HK-AIA Hong Kong & Macau",4,,,26000,30000,medium,Customer service; Complaint resolution; MCV verification; Life insurance knowledge; Regulatory compliance; Policy administration; Premium collection; Underwriting coordination; Case investigation; Team coaching,"A 12-month contract Customer Service Ambassador at AIA's Hong Kong Wealth Select Centre. Responsibilities include handling enquiries, complaints, MCV verifications, policy information, and coaching team members. Requires 4-5 years experience and life insurance knowledge.",workday,mainstream,1,2026-03-16T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/Customer-Service-Ambassador--Wealth-Select-Centre---Customer-Service-Centre-_JR-58735,1
AIA Hong Kong,"Director of Application Engineering, Data and AI Services","Director of Application Engineering, Data and AI Services",Engineering,lead,on-site,"Hong Kong, HK-AIA Group Office",15,,,120000,150000,medium,application architecture; data services; AI services; scalable modular design; reusable architecture patterns; technology roadmapping; enterprise architecture governance; SDLC; stakeholder management; cost optimization,"Leads the design and implementation of scalable, secure application architecture, data and AI services at AIA. Responsible for developing technology roadmaps, governing solution design, and ensuring alignment with enterprise strategy. Works with business and IT stakeholders to enable business agility through modern platforms.",workday,mainstream,0,2026-07-24T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Group-Office/Director-of-Application-Engineering--Data-and-AI-Services_JR-66283,1
AIA Hong Kong,Director of Strategic Technology Initiatives,Director of Strategic Technology Initiatives,Engineering,senior,on-site,"Hong Kong, HK-AIA Group Office",20,,,116000,150000,medium,Strategic planning; M&A integration; Project management; Budgeting and financial management; Governance and reporting; Risk and issue management; Cross-functional team leadership; Stakeholder engagement; Technology strategy,"The Director leads strategic technology initiatives, M&A, and end-to-end delivery at AIA. Responsibilities include planning, budgeting, governance, risk management, and cross-functional coordination with Group and local business units.",workday,mainstream,0,2026-06-10T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Group-Office/Director-of-Strategic-Technology-Initiatives_JR-67357,1
AIA Hong Kong,"Director, Health Proposition Strategy & Development","Director, Health Proposition Strategy & Development",Other,senior,on-site,"Hong Kong, HK-AIA Hong Kong & Macau",,,,50000,100000,medium,Health Proposition Strategy; Value-Added Services (VAS); Ecosystem Solutions; Strategic Partnership Development; Channel Engagement; Business Case Development; Customer Insights; Innovation; Negotiation; Market Insights,"The Director leads a team of Health VAS managers to create and execute health propositions, value-added services, and ecosystem solutions. This role involves strategy formulation, partnership development, channel engagement, and business case development to drive health business growth at AIA.",workday,mainstream,1,2026-06-02T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/Director--Health-Proposition-Strategy---Development_JR-60788,1
AIA Hong Kong,"Director, Proposition & Healthcare Analytics","Director, Proposition & Healthcare Analytics",Other,senior,on-site,"Hong Kong, HK-AIA Hong Kong & Macau",,,,50000,100000,medium,Data Science; Data Analytics; Artificial Intelligence (AI); Healthcare Analytics; Claims Analytics; Proposition Development; Team Leadership; Stakeholder Management; Business Insights,"Lead a team of data scientists and analytics experts as the center of excellence for data, analytics, and AI in AIA Hong Kong & Macau's propositions and healthcare business. Drives business results using health, claims, and customer data, and optimizes proposition and claims analytics.",workday,mainstream,0,2025-07-23T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Hong-Kong-HK-AIA-Hong-Kong--Macau/Director--Proposition---Healthcare-Analytics_JR-59607,1
AIA Hong Kong,"Distribution Marketing, Corporate Solutions, Consultant","Distribution Marketing, Corporate Solutions, Consultant",Other,mid,on-site,Hong Kong,,,,33500,58000,low,Distribution Marketing; Corporate Solutions; Insurance Products; Client Relationship Management; Marketing Strategy,,indeed,mainstream,1,2026-07-22T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-Distribution_Marketing_Corporate_Solutions_Consultant.id24563272,1
AIA Hong Kong,"EB Package Servicing & Control, Specialist","EB Package Servicing & Control, Specialist",Insurance,mid,on-site,Hong Kong,,,,18000,22000,low,Employee Benefits Administration; Policy Servicing; Compliance Control; Customer Service; Insurance Operations,,indeed,mainstream,1,2026-07-17T05:00:00+00:00,https://www.efinancialcareers.hk/jobs-Hong_Kong-Hong_Kong-EB_Package_Servicing__Control_Specialist.id24538960,1
AIA Hong Kong,Expression of Interest – Medical Claims Assessor (Mandarin Speaking),Expression of Interest – Medical Claims Assessor (Mandarin Speaking),Operations,junior,on-site,"Cyberjaya, MY-AIA Shared Services Malaysia",,,,22000,30000,medium,Medical claims assessment; Life and A&H claims processing; Data analysis and reporting; Quality assurance; Regulatory compliance; Stakeholder liaison; Mandarin language proficiency; Medical terminology; Data validation,"AIA seeks a Mandarin-speaking Medical Claims Assessor to process life, accident, and health claims. Duties include evaluating data, preparing medical questionnaires, ensuring quality and turnaround targets, and generating reports. Open to fresh graduates with a diploma or bachelor's in biology or related fields.",workday,mainstream,0,2025-05-15T00:00:00,https://aia.wd3.myworkdayjobs.com/en-US/External/job/Cyberjaya-MY-AIA-Shared-Services-Malaysia/Medical-Claims-Assessor--Hong-Kong-Market----English-Speaking_JR-46698-1,1
